Setor,num_Habitantes,AguaADEQUADA,EsgotoADEQUADO,Medidor_Eletric,LixoADEQUADO,Analfa10a14anos,Analfa15ouMais,RespRenda_Ate1Sal,RendaPerCapita,DomRendaMedia,Classe_Econ
60026,266.9350122,100.0,100.0,100.0,100.0,2.3255814,3.26704545,20.84805654,742.74941176,2230.87279152,D
60027,242.48472829,100.0,100.0,98.79518072,100.0,0.0,3.16139767,30.52208835,666.72703063,2010.89156627,D
60028,149.98914851,100.0,100.0,98.37837838,100.0,0.0,1.19617225,25.405405399999996,571.29032258,1627.40540541,D
60029,381.85807830000005,100.0,100.0,99.69325153,98.46625767,4.16666667,0.88202867,25.15337423,585.44917715,1855.1196319000003,D
60030,296.15471365,100.0,100.0,99.68944099,100.0,1.36986301,3.55263158,21.73913043,642.93507853,1906.84161491,D
60031,213.06995574,100.0,100.0,100.0,100.0,0.0,2.02702703,27.77777778,349.8255814,835.69444444,E
60032,188.69512435,100.0,99.62686567,99.25373134,100.0,1.2195122,4.87394958,44.02985075,385.86734694,1128.80597015,E
60033,245.01884503,97.78597786,98.52398524,72.32472325,98.89298893,1.1627907,6.06896552,49.07749078,377.78247423,1352.2103321,D
60034,823.10578904,99.28571429,100.0,95.0,100.0,5.97014925,2.31124807,37.5,452.22991347,1306.62142857,D
60035,544.13235223,100.0,99.61089494,100.0,100.0,0.0,0.92250923,38.52140078,510.02936858,1351.47859922,D
60036,82.4883296,100.0,99.00497512,92.03980099,100.0,15.38461539,2.56916996,24.37810945,731.21880065,2244.58706468,D
60037,35.76867488,97.65625,99.21875,93.75,100.0,10.0,4.15430267,28.90625,554.06038647,1792.0390625,D
60038,30.37461416,81.63265306,85.71428571,77.55102041,100.0,0.0,4.6728972,32.65306122,274.98518519,757.6122449,E
60039,179.43878744,100.0,100.0,98.33333333,100.0,2.38095238,0.58139535,55.0,294.57692308,1276.5,D
60040,381.52020462,100.0,100.0,36.75213675,100.0,0.0,9.338521400000001,30.76923077,188.21428571,630.5982906,E
60041,424.62438979,100.0,100.0,63.822525600000006,100.0,7.33944954,4.34173669,34.81228669,298.38238342,982.72696246,E
60042,816.68131457,99.53051643,100.0,64.31924883,96.24413146,1.44927536,5.76131687,44.1314554,341.9251497,1072.3286385,E
60043,546.16499871,100.0,98.08429119,54.78927203,94.63601533,1.83486239,17.93785311,35.24904215,304.06565657,1153.35249042,E
60044,358.6212963,100.0,100.0,52.63157895,100.0,7.8125,5.40069686,42.48120301,326.92519685,936.53007519,E
60045,62.794659200000005,100.0,100.0,98.13432836,100.0,2.56410256,1.26582278,5.223880599999999,1059.3809524,2490.3358209000003,D
60046,185.09070609,100.0,100.0,83.83233533,100.0,0.82644628,0.81716037,25.74850299,491.74044266,1463.44311377,D
60047,179.89373787,100.0,99.57983193,95.37815126,100.0,0.0,2.07156309,34.87394958,653.02547771,1723.1092437,D
60048,320.23398899,100.0,100.0,94.19354839,100.0,0.0,6.03448276,33.54838710000001,418.07142857,1170.6,E
60049,239.24279311,98.34254144,98.89502762,86.74033149,100.0,0.0,3.73134328,42.54143646,489.57434944,1455.19889503,D
60050,333.12040364,100.0,98.48484849,85.60606061,100.0,7.14285714,6.03448276,21.21212121,552.44444444,1883.33333333,D
60051,367.85269980000004,100.0,99.71181556,93.08357349,100.0,3.37078652,5.34441805,24.49567723,600.2229539,1838.72334294,D
60052,176.8065452,99.0521327,99.52606635,81.99052133,89.09952607,1.92307692,5.57432432,27.01421801,347.70816044,1191.43601896,E
60053,40.97198617,99.01477832,100.0,91.13300493,100.0,3.22580645,5.11363636,32.51231527,527.67123288,1707.78325123,D
60054,159.01382707,99.33774834,100.0,97.35099338,100.0,3.125,2.86532951,34.43708609,492.68539326,1451.95364238,D
60055,213.39180466,100.0,93.84615385,93.07692308,100.0,0.0,1.91570881,43.84615385,597.24115756,1428.78461538,D
60056,434.00606266,99.2248062,100.0,100.0,100.0,3.7037037000000006,3.21428571,16.27906977,572.64,1553.6744185999999,D
60057,80.85584305,100.0,100.0,49.52076677,100.0,0.0,1.2718601,43.45047923,478.23124231,1242.17891374,D
60058,383.48842046,100.0,100.0,99.43820225,100.0,0.0,0.81466395,18.53932584,655.82214765,2195.8988764,D
60059,165.28103592,100.0,100.0,99.01960784,100.0,3.84615385,1.89393939,39.21568628,687.2305296,2162.75490196,D
60060,137.09535659999997,100.0,100.0,98.33333333,100.0,0.0,1.32013201,33.75,763.8245614,2176.9,D
60061,74.93458201,100.0,100.0,97.61904762,100.0,0.0,3.06122449,35.71428571,817.4789916,2316.19047619,D
60062,111.10015629,98.5915493,98.5915493,100.0,100.0,0.0,1.0989011,18.30985916,915.52884615,2682.11267606,D
60063,648.90706093,100.0,100.0,100.0,100.0,0.0,3.55555556,43.67816092,307.75394322,1121.35632184,E
60064,974.16848918,99.79209979,98.12889813,99.79209979,100.0,1.09289617,8.54368932,23.90852391,332.83036304,1048.31185031,E
60065,575.52637037,100.0,100.0,99.43820225,100.0,2.85714286,7.87037037,26.40449438,376.87198516,1141.20224719,E
60066,224.58152471,100.0,100.0,43.70860927,90.39735099,0.0,2.4691357999999997,29.47019867,514.64908722,1680.2781457000003,D
60067,89.61388514,100.0,98.61111111,87.5,100.0,0.0,2.02702703,22.22222222,876.65895954,2106.41666667,D
60068,224.73575490000002,100.0,100.0,97.69230769,100.0,0.0,3.33333333,26.92307692,371.98342541,1035.83076923,E
60069,283.19490727,100.0,99.27536232,100.0,100.0,0.0,2.90697674,17.39130435,669.23076923,2080.43478261,D
60070,442.80562662,100.0,100.0,4.49438202,100.0,2.85714286,11.38613861,39.3258427,242.78834356,889.31460674,E
60071,391.90833495,98.4375,98.4375,43.75,98.4375,0.0,0.64102564,50.0,288.6937799,942.765625,E
60073,448.02998014,100.0,100.0,98.60335195,100.0,1.04166667,6.87203791,23.74301676,383.35835567,1198.26256983,E
60074,674.41702343,100.0,100.0,99.2248062,100.0,6.77966102,9.55347871,46.25322997,359.17727273,1225.10077519,D
60075,426.35645981,100.0,100.0,99.09909909999999,100.0,0.0,11.47227534,49.099099100000004,326.89931034,1067.57657658,E
70001,25.89186431,98.57142857,100.0,100.0,100.0,0.0,0.0,17.14285714,694.91044776,1330.25714286,D
70002,134.57688267,100.0,100.0,78.40909091,100.0,2.94117647,10.03134796,26.13636364,317.78734177,713.21590909,E
70003,42.82938019,99.32432432,100.0,98.64864865,100.0,4.87804878,5.14184397,37.83783784,610.19089574,1403.85135135,D
70004,53.5949084,98.27586207,99.13793103,99.13793103,100.0,6.66666667,1.2,18.10344828,641.12418301,1691.24137931,D
70005,33.79257374,100.0,100.0,100.0,100.0,0.0,0.59701493,12.08791209,1247.7665782,2584.65934066,D
70008,1.23594543,80.0,100.0,100.0,100.0,0.0,11.11111111,0.0,649.85714286,1819.6,D
70009,23.07626744,99.34640523,100.0,100.0,100.0,0.0,0.37313433,5.22875817,2321.78125,4370.41176471,C
70010,,,,,,,,,,0.0,E
70012,43.88842381,100.0,98.61111111,100.0,100.0,0.0,0.8,23.61111111,659.78980892,1438.70833333,D
70014,,,,,,,,,,0.0,E
70015,3.37059977,83.33333333,100.0,100.0,91.66666667,0.0,0.0,33.33333333,470.27777778,1410.83333333,D
70016,12.12257614,100.0,100.0,95.91836735,100.0,0.0,1.02040816,20.40816326,892.9826087000001,2095.7755102,D
70017,25.83749808,100.0,100.0,98.88888889,100.0,0.0,4.14507772,8.88888889,889.47887324,2105.1,D
70018,6.95232708,100.0,100.0,87.5,100.0,0.0,3.52112676,8.75,1094.0432099000002,2215.4375,D
70019,333.11452493,100.0,100.0,100.0,100.0,50.0,0.88105727,10.07194245,1628.7008547,2741.84172662,D
70020,24.42619106,100.0,100.0,100.0,100.0,,2.04081633,15.27777778,1205.8316832,1691.51388889,D
70021,333.75897031,100.0,100.0,99.46236559,100.0,0.0,1.07858243,14.51612903,1293.4271845,2506.8844086,D
70022,598.15239715,95.08196721,100.0,68.03278688,100.0,0.0,2.18978102,17.21311475,1126.5472103,2151.5204918,D
70023,1272.74862294,99.47916667,100.0,100.0,100.0,0.0,0.0,1.5625,2774.24011,5115.00520833,C
70024,197.79768232,100.0,100.0,97.86324786,100.0,5.0,2.23713647,12.39316239,1407.3529412,2965.06410256,D
70025,314.2602169,100.0,100.0,7.62711864,100.0,0.0,4.45205479,17.79661017,1157.5861027,3247.12711864,C
70026,319.32062267,100.0,100.0,99.39393939,100.0,0.0,2.58064516,21.21212121,891.14444444,1944.31515152,D
70027,172.93044789,100.0,100.0,100.0,100.0,0.0,1.54440154,15.33333333,1057.6034482999999,2044.7,D
70028,529.42434305,93.67588933,93.67588933,3.95256917,93.67588933,10.0,2.01612903,12.64822134,1860.5458015000002,3853.46245059,C
70029,62.03335121,100.0,95.12195122,100.0,100.0,0.0,4.61538462,31.70731707,580.86153846,920.87804878,E
70030,1386.73800144,100.0,100.0,99.49748744,100.0,0.0,1.94986072,10.55276382,1322.044335,2697.2361809,D
70032,1533.53667722,100.0,100.0,98.85714286,100.0,0.0,1.41843972,5.71428571,1428.7734627999998,2522.80571429,D
70034,307.89008814,99.54337899,100.0,91.32420091,76.71232877,5.55555556,5.03778338,10.95890411,1075.8944954,2141.96347032,D
70035,180.41865401,99.27536232,100.0,93.47826087,100.0,0.0,2.42424242,23.91304348,778.14095745,2120.15217391,D
70036,240.8294661,100.0,100.0,99.65635739,100.0,0.0,0.5859375,20.27491409,957.6135182,1898.77319588,D
70037,113.76356481,99.64539007,99.64539007,95.39007092,100.0,3.57142857,3.53817505,12.76595745,966.435,2056.24468085,D
70038,126.0646237,99.50248756,100.0,98.00995025,100.0,0.0,1.25,19.40298508,1544.3932584000001,3419.17910448,C
130040,246.33288625,99.59183674,100.0,97.55102041,100.0,0.0,1.92982456,11.83673469,1389.6071429,3652.68163265,C
130161,340.9563414,100.0,100.0,100.0,100.0,4.34782609,0.26666667,1.5625,1967.2705018,6278.359375,C
70039,1957.26071608,100.0,100.0,100.0,100.0,5.0,1.08892922,7.2,1544.806874,3775.508,C
70040,2325.12841154,100.0,100.0,100.0,100.0,2.43902439,1.63265306,7.05882353,1437.5740291,3484.00294118,C
70041,365.06507617,100.0,100.0,91.30434783,100.0,0.0,1.55945419,17.05685619,1517.6860068,2974.46153846,D
70042,1932.7470528000001,100.0,100.0,100.0,100.0,0.0,0.79051383,12.93800539,1338.9832536,3017.22371968,C
70043,705.64660913,100.0,100.0,91.7562724,100.0,0.0,1.90274841,12.90322581,1249.5362595000001,2346.79928315,D
70044,837.83107768,100.0,100.0,99.57081545,100.0,0.0,1.2605042,19.74248927,1312.9399625,3003.42060086,C
70045,215.83736932,99.375,98.125,90.625,100.0,0.0,2.4822695,3.125,1282.0590164,2443.925,D
70046,807.05999064,100.0,100.0,100.0,100.0,0.0,2.10084034,13.61867704,1322.6653772,2660.77042802,D
70047,927.56330487,100.0,100.0,100.0,100.0,0.0,0.60606061,13.22751323,1324.9719101,2495.71428571,D
70049,1922.27037264,100.0,100.0,100.0,99.11504425,0.0,1.88679245,9.73451327,1410.6658290999999,2484.2699115,D
70050,1213.29797149,100.0,100.0,100.0,100.0,0.0,0.70257611,3.24324324,1731.7544554,4727.22162162,C
70051,903.30551088,100.0,100.0,97.63779528,100.0,4.0,0.82644628,11.02362205,1544.1135531,3319.23622047,C
70052,1236.45244725,100.0,100.0,99.6742671,100.0,2.56410256,1.05263158,10.09771987,1367.1934985,2876.89576547,D
70053,681.45138012,100.0,100.0,100.0,100.0,0.0,1.06382979,13.13868613,1078.5830721,2511.44525547,D
70054,1925.04450616,100.0,100.0,100.0,100.0,6.66666667,0.39840637,9.31899642,1396.1172161,2732.18637993,D
70055,823.70070938,99.6742671,100.0,100.0,100.0,0.0,0.0,10.09771987,1813.4337017,4276.63192182,C
70056,2519.4333047,100.0,100.0,100.0,100.0,0.0,1.28369705,16.70378619,1525.8828402000001,2871.65033408,D
70057,2119.60516961,100.0,100.0,100.0,100.0,0.0,0.8097166,3.84615385,1807.3642987,3816.31923077,C
70058,1335.48857095,100.0,100.0,97.9661017,100.0,5.55555556,0.72595281,6.77966102,1664.6758957999998,3464.78305085,C
70059,912.33069059,100.0,100.0,100.0,100.0,0.0,1.26582278,6.04395604,1496.5843023,2828.70879121,D
70060,1350.40127242,100.0,100.0,100.0,100.0,0.0,0.56497175,8.16326531,1834.0294118000002,3499.62755102,C
70061,1138.08144232,100.0,100.0,100.0,100.0,0.0,0.99009901,12.06225681,1454.8657407,2445.53307393,D
70062,6585.85070309,100.0,100.0,100.0,100.0,0.0,0.73529412,6.4516129,1542.7472527,3234.79262673,C
70063,963.39444762,99.67213115,99.67213115,100.0,100.0,0.0,0.54644809,10.16393443,1350.2326733,2682.75737705,D
70064,1335.40603152,100.0,100.0,100.0,100.0,0.0,0.5952381,13.7254902,1393.8,2425.48529412,D
70065,305.06333638,100.0,100.0,100.0,100.0,0.0,1.48619958,13.10861423,1095.4666667000001,2154.00749064,D
70066,346.59532006,100.0,100.0,99.05362776,100.0,0.0,0.18903592,2.83911672,1025.4246575,1889.11041009,D
70067,609.45526192,100.0,100.0,100.0,100.0,8.33333333,0.0,8.33333333,1468.7189349,2757.92777778,D
70068,894.74586485,100.0,99.47368421,99.47368421,100.0,0.0,1.73267327,15.2631579,1183.5,2877.77368421,D
70069,657.18902842,99.53703704,100.0,100.0,99.53703704,0.0,2.11081794,6.01851852,1662.0717822000001,3108.68981481,C
70070,290.63277253,100.0,100.0,100.0,100.0,0.0,1.27118644,15.89147287,1151.3819578,2325.07751938,D
70071,160.11706407,100.0,100.0,99.58506224,100.0,0.0,2.52631579,21.57676349,863.05791506,1855.0373444000002,D
70072,663.04682534,100.0,100.0,100.0,100.0,0.0,1.74418605,7.01107011,1112.9895287999998,2353.29520295,D
70073,193.50656995,98.31932773,100.0,99.15966387,100.0,0.0,2.47933884,11.76470588,1021.8829787000001,2421.60504202,D
70074,1796.22057509,100.0,100.0,100.0,100.0,0.0,1.59010601,10.78431373,1399.4705882,2876.68954248,D
70075,368.17842633,100.0,100.0,100.0,100.0,0.0,1.22699387,23.45679012,881.02298851,1892.56790123,D
70076,616.7582732000001,100.0,100.0,99.68152866,100.0,0.0,1.55807365,15.92356688,1089.5549937,2744.70700637,D
70077,139.63813471,99.42857143,100.0,99.42857143,100.0,7.69230769,1.41643059,6.85714286,1370.9072165,3039.49714286,C
70078,886.23433911,100.0,100.0,100.0,100.0,0.0,1.5625,15.09433962,1427.5097560999998,2760.75,D
70079,583.38659245,100.0,100.0,100.0,99.69696970000001,0.0,1.00806452,16.06060606,1228.960217,2059.43939394,D
70080,495.75570648,99.55357143,100.0,99.55357143,100.0,0.0,2.21674877,12.94642857,1254.74,2520.68303571,D
70081,1276.11789148,100.0,100.0,100.0,100.0,0.0,0.75614367,6.32911392,1346.2332215,3385.46413502,C
70082,1735.58133992,100.0,100.0,100.0,100.0,5.26315789,2.95698925,16.01731602,990.3236714999999,1774.86580087,D
70083,425.44665534,100.0,89.08296943,100.0,100.0,6.66666667,2.14007782,17.03056769,870.53846154,2223.86462882,D
70084,345.19615869999996,99.42857143,99.42857143,100.0,100.0,0.0,1.03896104,8.0,970.17530864,2245.26285714,D
70085,440.57973829,100.0,99.50248756,100.0,100.0,0.0,2.98913043,8.45771144,1147.4260652,2277.72636816,D
70086,168.39133883,100.0,100.0,98.65771812,90.60402685,0.0,1.38408304,12.08053691,1043.37427,2394.8590604,D
70087,664.65764055,100.0,100.0,99.10714286,100.0,6.66666667,0.91743119,11.60714286,1338.1544715,2939.16071429,D
70088,67.75236473,100.0,100.0,100.0,100.0,0.0,2.56410256,10.29411765,1157.0104167000002,2450.13970588,D
70089,77.37454747,99.53488372,100.0,96.27906977,100.0,0.0,1.68067227,15.81395349,967.35910224,1804.2372093,D
70090,21.35476202,100.0,100.0,100.0,100.0,0.0,0.0,37.5,424.16666667,1272.5,D
70091,3121.96210018,100.0,100.0,100.0,100.0,0.0,0.98684211,11.00323625,1157.4925595,2517.26537217,D
70092,65.63675541,100.0,100.0,99.34210526,100.0,0.0,1.64473684,23.68421053,817.57575758,1952.5,D
70093,304.13615609,100.0,100.0,92.01877934,100.0,0.0,1.19047619,13.14553991,1330.7705627999999,2886.4600938999997,D
70094,502.80893869,99.65753425,100.0,99.65753425,100.0,0.0,1.41414141,13.35616438,1032.0274223,1933.28424658,D
70095,67.52933663,100.0,100.0,99.60629921,99.21259842,0.0,1.02669405,13.77952756,1050.3790036,2324.06692913,D
70098,621.94134783,100.0,94.7368421,89.47368421,100.0,8.33333333,7.22891566,57.89473684,424.83333333,1207.42105263,D
70099,3162.68722913,100.0,98.48484849,99.24242424,100.0,0.0,0.36101083,12.12121212,1017.8113207999999,2452.0,D
70100,3075.58717019,100.0,100.0,100.0,100.0,0.0,1.96078431,10.63829787,1190.8011364,2229.58510638,D
70101,633.30085545,100.0,100.0,98.14814815,100.0,0.0,0.0,5.55555556,5946.0273973,8038.14814815,B
80001,91.75401628,100.0,99.22779923,99.22779923,100.0,4.0,1.73310225,16.21621622,943.52453988,2375.2046332,D
80002,1281.91322924,100.0,100.0,99.34640523,100.0,0.0,2.4602026,9.47712418,1324.5955335,3488.96732026,C
80003,66.46151166,100.0,98.88888889,98.88888889,100.0,0.0,2.19298246,10.0,693.48837209,1988.0,D
80004,267.59640313,100.0,100.0,100.0,100.0,0.0,5.92105263,8.18181818,925.53157122,2864.94090909,D
80005,162.2286464,98.75,99.58333333,93.75,100.0,0.0,2.75526742,22.91666667,771.53307393,2478.55,D
80006,205.28043969,100.0,100.0,100.0,99.24242424,4.61538462,1.03806228,28.03030303,263.71463415,819.11363636,E
80007,674.70995905,100.0,99.34640523,43.1372549,91.50326797,0.0,6.47058824,28.10457516,459.71846847,1334.08496732,D
80008,593.86486757,100.0,98.81656805,75.73964497,99.40828402,0.0,7.58807588,26.03550296,475.22574257,1420.05325444,D
80009,713.60081162,100.0,100.0,95.27559055,100.0,4.34782609,8.48484848,19.68503937,314.7,1065.51968504,E
80010,536.37201167,100.0,98.31932773,64.70588235,100.0,2.63157895,10.82089552,31.09243697,347.25268817,1085.52941176,E
80011,354.42419066,95.34883721,100.0,69.76744186,100.0,0.0,3.77358491,32.55813954,415.03759398,1283.72093023,D
80013,547.73152173,99.65986395,79.25170068,64.28571429,100.0,3.33333333,6.74486804,34.01360544,329.51148225,1073.71428571,E
80014,297.60135310000004,100.0,98.10126582,62.65822785,100.0,4.0,5.81717452,36.70886076,357.81,1132.31012658,E
80015,1596.47660623,99.42857143,92.0,41.14285714,97.14285714,1.53846154,9.44309927,45.71428571,341.6618123,1206.55428571,D
80016,315.69058219,100.0,95.55555556,53.33333333,100.0,7.69230769,12.58278146,35.55555556,443.72921615,1383.77777778,D
80017,186.25091462,100.0,100.0,51.219512200000004,97.56097561,6.66666667,1.2987013,26.82926829,561.08333333,1477.97560976,D
80018,376.83208187,100.0,100.0,98.17351598,100.0,2.04081633,3.515625,15.52511416,928.59193548,2628.89041096,D
80019,292.35689628,100.0,99.62121212,98.86363636,100.0,0.0,1.54083205,17.42424242,838.02143758,2517.23863636,D
80020,190.22541696,97.04918033,99.01639344,95.40983607,100.0,1.75438596,3.94366197,26.885245899999997,664.1703107000001,1892.34098361,D
80021,140.36400519,100.0,96.61016949,49.15254237,100.0,3.44827586,10.14492754,45.76271186,307.32835821,1047.0,E
80022,54.92451781,100.0,100.0,100.0,100.0,0.0,2.17391304,30.0,241.17647059,820.0,E
80023,804.87229504,99.10714286,94.64285714,65.17857143,95.98214286,6.97674419,1.81818182,13.39285714,451.07213439,2037.87946429,D
80025,298.5189958,100.0,99.60629921,90.5511811,99.60629921,0.0,0.83752094,7.08661417,1656.0630769000002,4237.95669291,C
80026,0.0,,,,,,0.0,,,,
130259,212.27495684,100.0,11.18881119,68.53146853,100.0,1.96078431,7.06806283,7.69230769,358.58666667,1316.48951049,D
80027,496.87787945,100.0,87.37373737,91.41414141,99.4949495,5.12820513,8.0,24.74747475,398.09037901,1379.24242424,D
80028,479.74860055,49.36708861,91.13924051,98.73417722,98.73417722,2.94117647,9.595959599999999,32.91139241,416.66300366,1439.86075949,D
80029,185.62137785,99.375,100.0,98.125,99.375,0.0,1.3671875,11.875,1108.2410714000002,3103.075,C
80030,44.57529772,94.89051095,83.94160584,62.04379562,99.27007299,4.65116279,16.75531915,21.89781022,504.99088838,1618.18248175,D
80031,405.49699735,100.0,100.0,98.78048781,100.0,3.7037037000000006,0.47095761,5.69105691,1778.5853659000002,4742.89430894,C
80032,125.42491781,100.0,100.0,99.32885906,100.0,0.0,0.0,4.69798658,1308.1546392,3406.46979866,C
80033,185.82643795,100.0,100.0,100.0,100.0,0.0,1.79104478,15.38461539,1009.9102902000001,2676.61538462,D
80034,281.75203487,100.0,99.51923077,100.0,100.0,0.0,1.50214592,7.69230769,1181.1771429,2981.33653846,D
80035,164.29476527,99.63636364,100.0,99.63636364,100.0,0.0,1.28388017,10.90909091,976.87893462,2934.18909091,D
80036,0.0,,,,,,0.0,,,,
80037,299.99658571,100.0,100.0,91.76470588,73.52941177,0.0,1.81405896,12.94117647,908.95038168,2801.70588235,D
80038,153.19932475,100.0,100.0,87.87878788,70.30303029999999,0.0,3.36538462,16.36363636,967.54027505,2984.71515152,D
80039,135.25398276,100.0,100.0,93.00699301,100.0,0.0,2.53521127,24.47552448,729.00228833,2227.79020979,D
80040,319.92407377,98.65771812,77.18120805,89.93288591,100.0,4.44444444,9.41475827,38.9261745,392.58301887,1396.43624161,D
80041,53.40874096,100.0,100.0,100.0,100.0,0.0,6.58682635,2.7027027,1546.1344537999998,4972.7027026999995,C
80042,189.78097701,95.22058823,98.89705882,98.16176471,98.89705882,2.75229358,6.69856459,39.70588235,378.58054054,1287.45220588,D
80043,162.53208891,100.0,50.28901734,8.67052023,100.0,1.61290323,18.88619855,48.55491329,311.0620915,1100.40462428,E
80044,671.69087185,100.0,100.0,38.66666667,100.0,1.26582278,4.16666667,34.66666667,278.03337784,925.54222222,E
80045,658.45576127,100.0,96.68049792,53.112033200000006,100.0,3.19148936,9.9827883,53.112033200000006,368.3304878,1253.2406639,D
80046,426.44480317,99.55947137,100.0,77.97356828,87.66519824,1.53846154,8.96309315,25.99118943,461.87432432,1505.66960352,D
80047,135.12284361,100.0,100.0,98.13084112,100.0,0.0,0.37037037,9.34579439,1364.6773675999998,3972.86915888,C
80048,390.76216093,100.0,100.0,85.14851485,100.0,0.0,1.77165354,14.85148515,670.91404959,2009.42079208,D
80049,115.61410749,100.0,100.0,98.8372093,100.0,0.0,1.15740741,12.79069767,1415.8506224,3967.6744185999996,C
80050,379.06727702,100.0,100.0,100.0,100.0,2.85714286,2.47619048,3.08370044,1770.5517241,4523.87665198,C
80051,222.79572912,100.0,100.0,100.0,100.0,0.0,1.56599553,15.38461539,961.80492424,2790.29120879,D
80052,155.17236621,100.0,100.0,100.0,86.0,0.0,0.85470085,22.66666667,812.47663551,2318.26666667,D
80053,157.31089826,98.74213837,98.74213837,100.0,100.0,0.0,1.23152709,6.28930818,1149.4354486,3303.72327044,C
80054,448.44895952,99.77426637,96.95259594,46.16252822,48.75846501,1.39534884,6.00384246,34.08577878,450.96236960000005,1366.12076749,D
80055,227.23048105,100.0,100.0,79.14893617,65.53191489,1.36986301,4.31034483,23.40425532,426.56393862,1419.45957447,D
80056,520.16647576,100.0,100.0,100.0,100.0,1.44927536,2.69320843,13.5359116,770.69848771,2252.48342541,D
80057,329.85623593,100.0,100.0,87.30569948,100.0,0.81967213,2.40641711,21.24352332,498.15969842,1882.94041451,D
80058,201.95836288,98.26086956,100.0,100.0,100.0,0.0,1.30718954,4.34782609,571.17486339,1817.82608696,D
80059,163.30512968,99.25373134,100.0,99.62686567,100.0,1.81818182,2.63975155,22.01492537,712.92287918,2069.60447761,D
80060,232.86661719,100.0,99.35483871,92.90322581,90.32258065,2.63157895,2.87958115,27.09677419,561.96130346,1780.1483871,D
80061,117.18619435,100.0,99.19354839,91.93548387,100.0,2.22222222,1.37362637,28.22580645,538.58230453,2110.89516129,D
80062,101.70481928,100.0,100.0,98.92473118,100.0,0.0,1.90839695,8.60215054,994.07006369,3356.32258065,C
80063,147.0689638,100.0,100.0,98.1595092,100.0,0.0,2.36406619,12.26993865,962.23092369,2939.82208589,D
80064,1854.18059095,100.0,15.2,51.2,99.2,0.0,2.10280374,12.0,476.77843137,1945.256,D
80065,1125.9408007000002,100.0,99.31972789,68.70748299,100.0,2.5,4.52755906,5.44217687,637.95665635,2803.53741497,D
80066,1276.58950288,99.16666667,86.66666667,55.83333333,100.0,1.96078431,4.87179487,32.5,389.83820663,1666.55833333,D
80067,33.88987358,100.0,100.0,69.23076923,92.30769231,0.0,2.77777778,38.46153846,410.41666667,1515.38461538,D
80069,131.57977243,99.5,100.0,100.0,100.0,0.0,1.31578947,6.5,962.31561997,2987.99,D
80078,200.22528818,99.54954955,98.64864865,79.27927928,100.0,0.0,2.55474453,32.43243243,559.47214076,1718.73873874,D
80079,207.23940817,100.0,100.0,100.0,100.0,0.0,0.6993007,3.76569038,1685.0363086,4660.28870293,C
80080,536.43439734,100.0,100.0,99.64412811,100.0,0.0,1.3029316,8.89679715,1631.0472103,4057.3024910999998,C
80081,323.61290273,100.0,99.40476191,99.40476191,100.0,7.69230769,1.78571429,5.35714286,1778.1345708000001,4561.76190476,C
80082,350.06509628,100.0,100.0,97.4248927,100.0,0.0,0.71301248,3.86266094,1650.136725,4454.66094421,C
80083,454.80404121,100.0,100.0,99.01477832,100.0,0.0,2.55863539,7.38916256,1485.2618596,3855.82758621,C
80084,225.23805975,100.0,99.28825623,97.15302491,100.0,2.3255814,1.76730486,9.25266904,1410.3281453,3869.61921708,C
80085,309.82582921,100.0,100.0,99.53271028,100.0,0.0,0.37878788,6.07476636,1377.02694,3822.21495327,C
80086,693.83216507,100.0,100.0,93.67088608,100.0,0.0,6.32911392,17.72151899,227.33731343,964.02531646,E
80087,177.51316792,99.33333333,100.0,98.66666667,100.0,4.22535211,4.02144772,17.33333333,264.00552486,955.7,E
80088,213.63691424,99.42857143,100.0,98.28571429,99.42857143,0.0,0.48661800000000005,25.71428571,269.97818792,919.46857143,E
80089,455.37971699,100.0,98.79518072,91.56626506,100.0,3.125,3.09859155,16.86746988,601.93348624,1580.98192771,D
80090,377.05202128,99.63369963,72.16117216,65.2014652,100.0,1.72413793,4.91525424,30.03663004,539.89603283,1445.65567766,D
80091,147.91813290000002,100.0,94.66666667,61.33333333,99.33333333,5.19480519,9.92366412,31.33333333,467.75177305,1319.06,D
80092,268.89691382,99.52606635,99.52606635,99.0521327,100.0,2.7027027,3.74753452,24.17061611,668.9324547,1924.36966825,D
80093,213.57263297,100.0,100.0,98.4423676,100.0,0.0,3.20591862,23.98753894,659.37244898,2013.03738318,D
80094,76.01064151,100.0,100.0,100.0,100.0,0.0,0.0,5.76923077,762.90076336,1921.92307692,D
80095,98.07661201,100.0,99.57627119,95.33898305,99.57627119,0.0,1.06007067,8.05084746,1463.8901099000002,3951.26271186,C
80096,21.83267092,100.0,97.6744186,50.58139535,99.41860465,10.52631579,1.66666667,6.39534884,2326.38213,5450.76744186,C
80097,273.86022824,100.0,100.0,99.3902439,100.0,0.0,3.66492147,26.82926829,575.27213823,1624.09146341,D
80101,0.0,,,,,,35.29411765,,,,
80102,362.43926886,100.0,98.14814815,98.14814815,100.0,0.0,3.26797386,35.18518519,413.43076923,1492.94444444,D
80103,380.80332011,98.08917197,94.90445859999998,94.26751592,82.80254777,3.57142857,4.53333333,50.95541401,397.9494382,1353.53503185,D
80104,383.98425906,100.0,99.15966387,100.0,100.0,2.63157895,0.95238095,46.21848739,353.04347826,1228.23529412,D
80105,851.72655273,99.70238095,85.41666667,74.70238095,94.94047619,7.76699029,6.26598465,40.77380952,429.26536313,1372.11607143,D
